,job_id,title,job_rate,parsed_skills,requested_experience
1431,eyJqb2JfdGl0bGUiOiJTZW5pb3IgTWFjaGluZSBMZWFybmluZyBFbmdpbmVlciIsImNvbXBhbnlfbmFtZSI6IkNoZXJyZSIsImFkZHJlc3NfY2l0eSI6IkpvaG5zb24gQ2l0eSwgVE4iLCJodGlkb2NpZCI6InFKZG1FZUVxSUZrTzJOR2RBQUFBQUE9PSIsImdsIjoidXMifQ==,Senior Machine Learning Engineer,84,"R&D, deep learning, graph algorithms, named entity resolution, distributed computing, big data, Python, SQL, Airflow, Kubernetes",15.0
1432,eyJqb2JfdGl0bGUiOiJTZW5pb3IgRGF0YSBFbmdpbmVlciIsImh0aWRvY2lkIjoiblhvd1hnUElXbHFiNWpJTEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiIsImZjIjoiRW93Q0Nzd0JRVTUxVjJoamJHZHFZMjUwUVMxQ1NFWlFiWFJJYmsxS05IQjFZMFJoU1RGWGEwcEVSVXhZVFZKSVdsOW1VblkzVW5KeVZqWm5ibUZHVWxaalkybEliek5NVWtRNFpUVlNiMWg0V25CRlpEUmFVbXhWUmtKR1NIcG9VM1ZFYlc1UlZsOWhZM2hXUldaTVFXdDRURlU0T1c1QmRUUlhUVnBsU0haUFNHeFVNVFJrUlRGYVR6ZEhhV28yU2xwemVEUlliMlpKVFZSMkxUTkJPVEJtVUd0WmVHSXhNV055YlZBeWNuUXdWSG80T0RZM1NFMXhUM1Z0VDFwalEyZGlka3BvUVU1dFNXcHdUVVpOZUVvM0VoZFJjMWxOV25KVGNFWmxUMGgzWW10UWNtOXRaM2xCZHhvaVFWQllhRzAxWW01cU1UUTBVbXBPUnpkWGJYQk5YMGRhYzB0Qk9UUnlUR281VVEiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY183IiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFwcGx5IG9uIExpbmtlZEluIiwibGluayI6Imh0dHBzOi8vd3d3LmxpbmtlZGluLmNvbS9qb2JzL3ZpZXcvc2VuaW9yLWRhdGEtZW5naW5lZXItYXQtZS16ZXN0LXNvbHV0aW9ucy0zODc3ODc1MzkwP3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,Senior Data Engineer,84,AWS,28.0
1433,eyJqb2JfdGl0bGUiOiJEYXRhIEFuYWx5c3QtSUlJIChVU0MsIFcyIFJvbGUpIChNYXJrZXRpbmcgQW5hbHl0aWNzKSIsImh0aWRvY2lkIjoiMXp3X2w0SG1tT3hBYThobkFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiIsImZjIjoiRXN3Q0Nvd0NRVTUxVjJoamJqSmtOM0Y0VlRRMGMwUndkbEpwV2pCT0xWVlNSVmQxTTBoV2QweG1VVzF4TTNSdldYUTJaVzAyZGpkeGMxazBXaTF5VHpSb1JUUkRjMnBaYWw5MU5HNTBjbko2YWpCd1VsTlNabVk0YmxnNVJuUjRSVFk0WVRNeFEyUnVRbFkyVEdWRFNIQnRORVYxTUdKSmNIZFliQzB0WjFFNExYVk5SRUZuVGtZM2RuaFlkMjVRWkc5blptMWxXSGRtWkZSMU1rdzBTVzlVT0dSQk5XRXljakZ1V0Zod1gzWlhUMHhHTVU5cVEyMTFWVjkwVG5GSVdXWjRka1JvV0ZwUExYcGtORFowV1RnM05IcFZUMUJoZWtKV1UwNURaRzR3YURabmJrcHpZVWg1WHpabFpWZzBYMlpKUW1SblZHZGpOWFZ4VVVobWJreHRXVFYyTFRSVGRqaHFMWEI0YjNCU1VCSVhkMkZOV1ZwMGJXVk1UMU01Y0hSUlVHdFFWMmx6UVhjYUlrRlFXR2h0TlZveldHTkxWVWxLVW1OYVJXVnpRakpwUTFVNU5tNU9NM2RxZVhjIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfMTQiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQXBwbHkgb24gTGlua2VkSW4iLCJsaW5rIjoiaHR0cHM6Ly93d3cubGlua2VkaW4uY29tL2pvYnMvdmlldy9kYXRhLWFuYWx5c3QtaWlpLXVzYy13Mi1yb2xlLW1hcmtldGluZy1hbmFseXRpY3MtYXQtc3BlY3RyYWZvcmNlLTM4OTQzNjkzNDk/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,"Data Analyst-III (USC, W2 Role) (Marketing Analytics)",84,"tableau, sql",18.0
1434,eyJqb2JfdGl0bGUiOiJEYXRhIEFuYWx5c3QiLCJodGlkb2NpZCI6Incxd3hNWXlDVUxRQUFBQUFBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4iLCJmYyI6IkV1SUJDcUlCUVUxck1teHNTMXBSZVVKMFNXc3hOVFV6VG14WVduVkxTMDU1Y3pkdVlVeE9TbE40YzBoNE1FOU1jWGM1ZEZFd00xaEdNRVpwTmxaSk5TMVllRzF6U0dsb1pGTXRiVEJXVUZGT2EybG1TakV0VGw5WGVuTkVOV1o1VVV0bmMxRkRWWE5yZFVGclFUZHNMVUl6VERWZmJubGFSSEpHZDNCc1NVUTBaV0U1TW5SdmFFdElkbWhuYVVOdlZVeE5SakJoV0VSRVltUjVYMDVvYjNKM1FpMXhiWGQzRWhkMWJXbDJXazU1UTAwMVUyOXdkRkZRTUY4dGJuVkJVUm9pUVV4RlV6bDFUVk5LYkUwM1ZWaGhNRUYwYjJOVE1FODVPRXgxV0VvMGRWaDNkdyIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzEiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiLm5GZzJlYntmb250LXdlaWdodDo1MDB9LkJpNkRkY3tmb250LXdlaWdodDo1MDB9QXBwbHkgb24gTGlua2VkSW4iLCJsaW5rIjoiaHR0cHM6Ly93d3cubGlua2VkaW4uY29tL2pvYnMvdmlldy9kYXRhLWFuYWx5c3QtYXQtaW5zaWdodC1nbG9iYWwtMzY2MjI1OTgwOT91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,Data Analyst,84,"power_bi, excel",20.0
1435,eyJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIiwiZmMiOiJFc3dDQ293Q1FVNTFWMmhqYTBGb2RFODVPRTluYWxCamNGTTJWSEJKWWtzNGRVRTBkWEJRUzBaT2RsbEZhRzFTVFVOdFZFeFNWbHBqVjAwd1FtbGlUVmRKVFhaWFFsVnVjRGREUlZORE1rWTJjMUZzUWtKaVRVZFdXbFJSVGpNeVZVbG9UM0ZrWW5wT1IyWnRlWGRtU0RObFltUjFSWGRKV1U5b1dXUnRTREY1T0hvMGR6VkhUbU5hUW5Sdk1VeHBNbVV5V1djNVZYTXhWMXBMZUROcmJuaHFRazh3TFhsVGNtaG9Ua2Q0ZUc5MVJtVTBSRE5SWTFKMVkyOHlUSFpuTjJ0WmRsUTNkblJKZFVsbmR6Wm5YMFJxYUdWMmQyTXpYemszYjFKMVoydGZXaTFDTFVwdmFFTTBia0ZzTjFsTldVUk5hRXBPTFhKSlJsQnFiRU5hUWtjMVYxSnpSR1pDTURkRlVXdG1NMWx6ZHhJWE1sRnhhVnBtUnkxUFNrTkthUzFuVUhObGVXWnJRV01hSWtGUVdHaHROVnB3VlROT2VraG1SbTFOTW5OWloxQmpWRWxXVFRKSlRucE9Va0UiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY180IiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFwcGx5IGRpcmVjdGx5IG9uIFVwd29yayIsImxpbmsiOiJodHRwczovL3d3dy51cHdvcmsuY29tL2ZyZWVsYW5jZS1qb2JzL2FwcGx5L0RhdGEtQW5hbHlzdC13aXRoLVBoYXJtYS1leHBffjAxMDhkYWYwYzIzZDY3YzEyYy8/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,"Data Analyst PI AF
PI AF with Pharma exp - Contract to Hire",84,AWS,7.0
1436,eyJqb2JfdGl0bGUiOiJKYXZhU2NyaXB0IEVuZ2luZWVyIFNlbmlvciIsImNvbXBhbnlfbmFtZSI6IlRlayBOaW5qYXMiLCJhZGRyZXNzX2NpdHkiOiJUZXhhcyIsImh0aWRvY2lkIjoiNlVnYkxBcUtxeWgxR0ZCbUFBQUFBQT09IiwiZ2wiOiJ1cyJ9,JavaScript Engineer Senior,141,"programming, system design, financial services, full life cycle development, problem solving, communication, project management, analytical skills, team collaboration, technical documentation",15.0
1437,eyJqb2JfdGl0bGUiOiJEYXRhIEFuYWx5c3QvQkkgRXhwZXJ0IChUYWJsZWF1KSAtIENvbnRyYWN0IHRvIEhpcmUiLCJodGlkb2NpZCI6InBIbzJmSXk3SXlRMGVzVF9BQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4iLCJmYyI6IkVyY0NDdmNCUVUxck1teHNTV3RZYzB0cE9XcHFTakJ2VERoTWMzTjJiRTFTZVhrM1pUbG1UMFp4UkU5cGVrRkliMUJSYjFkS1VWWXpRM2xYTTFWaFowOTBZME5XVTNoTE1IRnhWV2hvVGxaVFpFWTJWM2xmVmtwQ1RYSkdPVVpCZDBOd00xUTRSVlZtUmw5dGNIWjFhM0ZNVWpWMllsUXlZVFJ1TkZSMVRWQnVORzB0ZHpsTlFscGpOVE5rWHpWMGQxOTNhMFZJVEZGamMwRlZNalJqTUZWVlRteEVkMnBoUkRabFRGSm1VMlJ1ZEZkalUyRkdhVE0zUVRGUVVHNURXRmwxTlZGVVRIQlRiRVJOVTJoRmJEVjRVbnBOUms1S2NFRmlVaTFZYUdwemVHUXRZV1J5UWt0T2MxZFNhUzEzT0dSdVMyRkpTWGwzWkdreGF4SVhlbE5WUWxwbFpqRkdaRlJyTlU1dlVHaEtRMmd0UVc4YUlrRk1SVk01ZFZCcVZHdzNUbkV4V0RKT0xVWllVelJHVlVwTlkwWlJOVWRNYVVFIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfMSIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiIubkZnMmVie2ZvbnQtd2VpZ2h0OjUwMH0uQmk2RGRje2ZvbnQtd2VpZ2h0OjUwMH1BcHBseSBkaXJlY3RseSBvbiBVcHdvcmsiLCJsaW5rIjoiaHR0cHM6Ly93d3cudXB3b3JrLmNvbS9mcmVlbGFuY2Utam9icy9hcHBseS9EYXRhLUFuYWx5c3QtRXhwZXJ0LVRhYmxlYXVffjAxNGNhOTc1YjU0ZDQwODhmOS8/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,Data Analyst/BI Expert (Tableau) - Contract to Hire,84,"tableau, sql",4.0
1438,eyJqb2JfdGl0bGUiOiJFeGNlbCBEYXRhIEFuYWx5c3QgZm9yIE91ciBjb21wYW55IHwgTnVzdHJvIExpbWl0ZWQgIC0gQ29udHJhY3QgdG8gSGlyZSIsImh0aWRvY2lkIjoiREdPaUhSQml5RTJFM3p2SEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiIsImZjIjoiRXVJQ0NxSUNRVTUxVjJoamJIVjJTekl5UlhaMVNWWmtVbWxqZGtkck1HUmtRWEV0WWxkaFZrSlRSM3BMVDBSUlUxWkhNVkZzUVc0NWNGVkZSbmt6UVhsNU1rbHNVM05EVTFocVVXNW1jRlJZYnpsSllrSkJhSGt4UWkwdFlraDFUVkF5WVhWcWF6RXhiRU5zY0dwdFpXNUNVazVwUTBwUFMwczRXVTlSUkVSS2FEVnFhM1ZqYWpsdVVqbGFRMHAwTVU5Rk5URldiV1F3Y0VoTVJVWkJabFV4VERSSFlYSkplblF0WkZObVdscFdhVEU1VGxSdGN6RlhVRGxJT0RWdlJVbzFTWEpFYkZwQmVHSk5jMFZDVVdSSGRFRlVXVzFKTjNZd2RIVnpSR1pmVEROc2NWSjZTRGxZVlVWa1RIUlVaVUZqTFRaalV6SXpjMVp1VjFOV05EZEpUMlJ1T1VoRVgxTnBWa3ByT0Zwa2IwbHBUMHR1UWxSQmVITktlRzFpVTJkUWVtcExORUVTRjFSM1NHZGFabFJFUkUwM1NYQjBVVkJmYzJsNmJVRnZHaUpCVUZob2JUVlpPV295TTFSNmJIb3daRWRXT1VGaVlVZGFNamxUUzIwM1FWVm4iLCJmY3YiOiIzIiwiZmNfaWQiOiJmY185IiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFwcGx5IGRpcmVjdGx5IG9uIFVwd29yayIsImxpbmsiOiJodHRwczovL3d3dy51cHdvcmsuY29tL2ZyZWVsYW5jZS1qb2JzL2FwcGx5L0V4Y2VsLURhdGEtQW5hbHlzdC1mb3ItT3VyLWNvbXBhbnktTnVzdHJvLUxpbWl0ZWRffjAxMTIyODQ4MWIzNDg4MjVjZS8/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,Excel Data Analyst for Our company | Nustro Limited  - Contract to...,84,"sql, python, tableau, power_bi, excel",5.0
1439,eyJqb2JfdGl0bGUiOiJEYXRhIEFuYWx5c3QiLCJodGlkb2NpZCI6IldyazFxazVWNWdoLTQzVjRBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4iLCJmYyI6IkVvc0NDc3dCUVV4UGJuQlpXRXMzZGt0dFZFZ3hkMnRuYUZCa2VGcHZVMGRLWW05NVpHdENWa0pETVhwaE1TMXpTR3BSZG0xbVVWcDBkRmQyY2tObGFsSXpRbWx4VG1wYVFXMHROM3AxU0d3dFZFSjZUemxxWWkwd2MzRnZSWGxZV1VsUVltTTRkM2RZTUc1V2JGVXhNekpCUVVSelpHSXdXVjlOTVdVd1UzTnlaa1pIYUU5c1NrdHlXRkF6YTJrM1dsaHZXSE5JZFdVelF6Uk5NWFI1UjJWd05HWmtSV0Z5UVZvMFZrNXVZVTVyUkVGVE9XZHJXbXRFT0c5S2JHVldPRFU1U0RaYU1FVTFiVjlMUkVFNVRtVmhFaFpVUm5Cd1dtWkVia3B4Wm13MVRtOVFlRnAxY0VWQkdpSkJTbmRyTFRoa2RHVXdiM2hLT1ZSTVgxODBhR3BzTVhsamVHSkxNakZFUm5obiIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzMiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQXBwbHkgZGlyZWN0bHkgb24gRGljZSIsImxpbmsiOiJodHRwczovL3d3dy5kaWNlLmNvbS9qb2ItZGV0YWlsLzZmZmIyNjE4LThkMjctNGRmYi04YTFlLTU4MmQwZDNkZjI2YT91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,Data Analyst,84,"python, sql, azure, power_bi, excel, t-sql, go, powerpoint",6.0
1440,eyJqb2JfdGl0bGUiOiJEYXRhIEFuYWx5c3QiLCJodGlkb2NpZCI6IjlySHU2cUlfSm5lWEdpdjJBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4iLCJmYyI6IkVxSUNDdUlCUVU1MVYyaGpiRjh6TFVOVlNUbFJSamxPY2pReWNWVmFVbDkzVjNSUFFXZzVSbkpJTWpsRk9HOVhiazFVU0RNd1gySkNSRXMzYVhKR2QweDBRMVpFVXpGNVNVTTBRVmw2Wkc1T1lrMVRhbEZuWWxVNWNHRlZMVnAwY1hWTFNuSlNVeTFyUkZWSVNFNWlaRkZXZFRCZlozTmZObWRtTlVKbk9EWlJWbTlyZWtaT2RVdHFjMVIzZEd0M2IwOW1NVEIyT1VSUGNtRkVSREJNYW1oU1prRlRRa2RxWHpCSlVYSlNkR1YwV1VWbE9VazFhRkpvY1hoVmFERldiRnBsWlRWbFNtdGlUekJ4VFc1NFdEWlFjbmsxZFRST1pHZGtSSGRIYlZoTlFXdHhkbXhvZHhJWFVXbE5TMXAwZVZwT1VIWlRNWE5SVUdjMFEyOHdRV3NhSWtGUVdHaHROVmxhU0RaeVlqSjNha0ptYzFaak1UaHFNRTV2TWtkdFVHMVBUV2MiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY181IiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFwcGx5IG9uIFNuYWdham9iIiwibGluayI6Imh0dHBzOi8vd3d3LnNuYWdham9iLmNvbS9qb2JzLzkyMDcyOTQzNT91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,Data Analyst,84,"python, javascript, sql, excel, tableau, power_bi, vba, sas, r",20.0
1441,eyJqb2JfdGl0bGUiOiJGdWxsLVN0YWNrIFNvZnR3YXJlIEVuZ2luZWVyIChSZWFjdC9ORVQpIiwiY29tcGFueV9uYW1lIjoiR2V0IEl0IFJlY3J1aXQgLSBJbmZvcm1hdGlvbiBUZWNobm9sb2d5IiwiYWRkcmVzc19jaXR5IjoiQWRhbXN2aWxsZSwgQUwiLCJodGlkb2NpZCI6Ino3bm5uM2lXTlV1WUtHSFRBQUFBQUE9PSIsImdsIjoidXMifQ==,Full-Stack Software Engineer (React/NET),84,"React, TypeScript, AWS, Microsoft .NET, Scrum, VITE, Lambda, S3, RDS, Terraform",27.0
1442,eyJqb2JfdGl0bGUiOiJEYXRhIEFuYWx5c3QiLCJodGlkb2NpZCI6Inp2R1Z2OE9QQTEzRmdoNjdBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4iLCJmYyI6IkVvd0NDc3dCUVU1MVYyaGphekF0WDFjM1lXRXlTalZzVEc0elprRnBVVTh6UmxCNU1FOW9hRUpsVm5wbU5tdGxXRU4yYzJkcVVHZ3pWVGd4UWw5ZlpEbE1jbTB4VGxOc1RHRnplVmRpVnpRd2RsWnhUV05NVHpGSlVWQjZXbXBMTjFKTk1UbEdUV3BKTUdWZlpVeFVibTkyTWxkSmRGVlBWR2xCYTNRNU9HWlRUbXhPYlhveGEybHZXamQwYjJGeGVUSk5TR2hrWlRkblUzcE9TamcwVGxOalJERk5SMlpKWkd0T1RWWXdSblJSV2pSd1NuTkNTbE0yWVZkdU5HMXJTMDAyV1U5dlZGTTVVak5ZZUhOcFIyTmZFaGRUZVRaNldsbHlNa1IwWW5acmRsRlFkVGxwTmkxQlJSb2lRVkJZYUcwMVlWSnhlaTFhT1RJdGFXVkVRMmh4WDA5elRrRk1UbXAxT1Roa1VRIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfNSIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBkaXJlY3RseSBvbiBJbmRlZWQiLCJsaW5rIjoiaHR0cHM6Ly93d3cuaW5kZWVkLmNvbS92aWV3am9iP2prPWViMWYyMWY1ZTkyNTdlZDBcdTAwMjZ1dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,Data Analyst,84,"spreadsheet, word, excel",27.0
1443,eyJqb2JfdGl0bGUiOiJEZXZPcHMgRW5naW5lZXIgZm9yIEFXUyBJbmZyYXN0cnVjdHVyZSBJbXByb3ZlbWVudCAtIENvbnRyYWN0IHRvIEhpcmUiLCJjb21wYW55X25hbWUiOiJVcHdvcmsiLCJhZGRyZXNzX2NpdHkiOiJVbml0ZWQgU3RhdGVzIiwiaHRpZG9jaWQiOiJSN294YUhnYXV0RnRHdHVBQUFBQUFBPT0iLCJnbCI6InVzIn0=,DevOps Engineer for AWS Infrastructure Improvement - Contract to Hire,171,"AWS, DevOps, Load Balancers, CI/CD, Security Protocols, Problem-Solving, Communication, Collaboration",18.0
1444,eyJqb2JfdGl0bGUiOiJEYXRhIGFuYWx5c3Qvc2NpZW50aXN0IGZvciBtdXNpYyB0ZWNoIHBsYXRmb3JtIC0gQ29udHJhY3QgdG8gSGlyZSIsImh0aWRvY2lkIjoiTUVCU01OczREYzFMOS0ycEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiIsImZjIjoiRXN3Q0Nvd0NRVXhQYm5CWldFcEJPRmRYT1drelExWkhjRkJKVG5CVGQwc3pUbEpOYVdWWlZUVnZTemRuY0dKTlNFbFdiRk5OU1VaMFFWQmhkMnhWWWxkbFQwZEphRUUyYTJkd016SXRWbTlOYlRrdFJGSnhaVWRrUmpWMFUyaEpibmhXYlhGTGJGVXRaMTlFT0hwNloyVnNVRmcwT1VSQ2FEUlpVR2hEUWtoNk5sRklZVVJXVUV4RFVtMU5SVE00TW1SUGNIbDJRV3RsVjBkbmMyWTBPRlZoUjFwWlFXVlRiVkJLYzJrd00xWjNjSGRIYzJ4a2NXRm9hbkpqUTBoRlNHTnNNV2d5UVdScmJraGtSV2x3VmxwNk1tSkRabTVmU2xoQ2RXaHpjMFpYTlY4NFMyeEVja3RIWjBoNmNEQlVXbkJpVFZGWFIyVXRWVkZJYTNaa1dXSmhhRTR3TkRod2RFaEpNbEV3ZEdFNWVSSVhWRE5yT0ZwamJteE1URXRqYTJSVlVERTVaVVpwUVhjYUlrRktkMnN0T0dSdlMwSndVelJJWHkwMVFVRkNTMUJ3UTBGWVZVTnNibVZPZDFFIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfOCIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBkaXJlY3RseSBvbiBVcHdvcmsiLCJsaW5rIjoiaHR0cHM6Ly93d3cudXB3b3JrLmNvbS9mcmVlbGFuY2Utam9icy9hcHBseS9EYXRhLWFuYWx5c3Qtc2NpZW50aXN0LWZvci1tdXNpYy10ZWNoLXBsYXRmb3JtX34wMTQyMzU2ZWYyMmI2ODcyNzYvP3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,Data analyst/scientist for music tech platform - Contract to Hire,84,"python, sql, numpy, pandas",15.0
1445,eyJqb2JfdGl0bGUiOiJCdXNpbmVzcyBEYXRhIEFuYWx5c3QiLCJodGlkb2NpZCI6IjNZci03LVBGeGpEcTNCR3ZBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4iLCJmYyI6IkVxSUNDdUlCUVU1MVYyaGpiWEpwTkUwMGRpMTJaVXhHWTNOYWRGQk9ielU1U3paNFozcDVhMWxEV2xscWVITnNVVEJQTldNMFlqWm5TalJvVUc5eFlrMTNhVGMyTUVWUk1HeHNMVkZaY1Vsb1ozcGZTbUp6T1hoWE9UbEZMVzVxU1RJMVJFRkJjV2xwZWtack9HdGxkMk40TFZrNFRFMVpNRkZJT1ZobFptdFpaRXgwYUZwWlJuRnNUM2MwWDIxd1psbFNNV1ZuZDA5Nk9ISk5jVzVtYzBwRlpqSm9XWHA1TXpWbFdGUjVlbU5DUjFOMlkxRkZPRGRRVUMxak1EUmlUMkZKYUhwTmNVcGthM1ZoVlZaTE9IVXhNVU53WVRCUU5HRk5Za3BFYVVVeGRXRkpRa1JrWnhJWGVYQnFiVnBsUjFoT1N6STRhMUJKVUhsTVV6UjFRVmthSWtGUVdHaHROV0kyYTNKZmFGTnZTMjAxVUhobmVFMURUM0V3VFRSdll6a3dZMmMiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY18xMSIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBkaXJlY3RseSBvbiBJbmRlZWQiLCJsaW5rIjoiaHR0cHM6Ly93d3cuaW5kZWVkLmNvbS92aWV3am9iP2prPWRkZmMwYmExMDE3MDQwM2ZcdTAwMjZ1dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,Business Data Analyst,84,"visio, excel, power_bi, sharepoint",27.0
1446,eyJqb2JfdGl0bGUiOiJNYWNoaW5lIExlYXJuaW5nIEVuZ2luZWVyIiwiY29tcGFueV9uYW1lIjoiQXJ0ZXJhQUkiLCJhZGRyZXNzX2NpdHkiOiJVbml0ZWQgU3RhdGVzIiwiaHRpZG9jaWQiOiI2QmRCWGlGaUNRTGtsQ1plQUFBQUFBPT0iLCJnbCI6InVzIn0=,Machine Learning Engineer,182,"PyTorch, technical lead, product launch, production environment, communication, machine learning",31.0
